"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 18, Minneapolis, Minnesota",18-RD-357625,"Rove Pest Control, Inc.",Closed,12/31/2024,02/14/2025,"Certific. of Representative",Oakdale,MN,6,"Petitioner, Individual
Involved Party, Union, Communications Workers of America Local 7250, Minneapolis, MN, 55414, (612)332-7552
Employer, Employer, Rove Pest Control, Inc., Oakdale, MN, 55128, (651)735-3101
","Communications Workers of America Local 7250","Included:  Oakdale Minnesota Call Center",6
R,"Region 31, Los Angeles, California",31-RC-357638,"Starbucks Corporation",Closed,12/31/2024,02/18/2025,"Certific. of Representative",Burbank,CA,17,"Employer, Legal Representative, Farris Ashley, Littler Mendelson, P.C., 600 Washington Ave, Suite 900, St. Louis, MO, 63101, (314)659-2009
Employer, Legal Representative, Tuttle Brian, Littler Mendelson, P.C., 2049 Century Park East, 5th Floor, Los Angeles, CA, 90067-3107, (801)401-8318
Petitioner, Legal Representative, Giolito Robert, Law Office of Robert S. Giolito PC, 1626 Montana Ave., Suite 201, Santa Monica, CA, 90403, (310)897-1082
Employer, Legal Representative, Grow Thomas, Littler Mendelson, P.C., 815 Connecticut Avenue, NW, Suite 400, Washington, DC, 20006, (901)355-7893
Employer, Employer, Starbucks Corporation, Burbank, CA, 91502, (818)567-4355
Petitioner, Union, Workers United a/w Service Employees International Union, Philadelphia, PA, 19103, (646)448-6414
","Workers United","Included:  All full time and regular part time Baristas and Shift Supervisors employed by the Employer at: 113 E Alameda Ave., Burbank, CA 91502.

Excluded:  All Store Managers, Assistant Store Managers, office clericals, supervisors and guards as defined by the Act.
",16
R,"Region 18, Minneapolis, Minnesota",18-RC-357553,"InterCon Construction, Inc.",Closed,12/30/2024,01/10/2025,"Withdrawal Non-adjusted",Waunakee,WI,199,"Petitioner, Legal Representative, Hlavin Brian, Baum Sigman Auerbach & Neuman, Ltd., 200 W Adams St., Chicago, IL, 60606-5231, (312)216-2567
Petitioner, Legal Representative, Finnegan Laura, Baum Sigman Auerbach & Newman Ltd, 200 W Adams St  Ste 2200, Chicago, IL, 60606-5231, (312)236-4316
Petitioner, Legal Representative, Fioretto Pasquale, Baum Sigman Auerbach & Neuman, Ltd., 200 West Adams Street, Suite 2200, Chicago, IL, 60606-5209, (312)216-2566
Petitioner, Legal Representative, Ryan Patrick, Baum Sigman Auerbach & Neuman, Ltd., 200 W. Adams Street, Suite 1825, Chicago, IL, 60606-5209, (312)216-2573
Employer, Legal Representative, McCardell William, DeWitt LLP, 25 W. Main Street, Suite 800, Madison, WI, 53703, (608)252-9353
Petitioner, Union, International Union of Operating Engineers, Local 139, AFL-CIO, Pewaukee, WI, 53072-4069, (262)896-0139
Employer, Employer, InterCon Construction Inc., Waunakee, WI, 53597, (608)850-4820
",,"Included:  All full-time and regular part-time heavy equipment operators, including those on seasonal layoff, while engaged to receive employer provided training related to their employment as operators for the Employer in the State of Wisconsin for any such training engagement that is not already covered by the National Distribution and Utilities Construction and Maintenance Agreement or
any other existing collective bargaining agreement.

Excluded:  All other employees, including clerical staff, salespeople, guards, supervisors and managers as defined under the Act.",
R,"Region 27, Denver, Colorado",27-RC-357579,"Poudre Valley Air Services, LLC",Closed,12/30/2024,02/13/2025,"Certific. of Representative","Fort Collins",CO,3,"Employer, Legal Representative, Primm Adam, Benesch, Friedlander, Coplan & Aronoff, LLP, 127 Public Square, Suite 4900, Cleveland, OH, 44113, (216)363-4451
Petitioner, Legal Representative, Gillman Michael, O'Donoghue & O'Donoghue LLP, 5301 Wisconsin Avenue NW, Suite 800, Washington, DC, 20015, (202)274-2243 x4
Petitioner, Legal Representative, Alam Sambul, O'Donoghue & O'Donoghue, LLP, 5301 Wisconsin Avenue NW, Suite 800, Washington D.C., DC, 20015, (202)531-8063
Employer, Legal Representative, McKinley Sean, Benesch, Friedlander, Coplan & Aronoff, LLP, 127 Public Square, Suite 4900, Cleveland, OH, 44114, (216)363-4593
Employer, Employer, Poudre Valley Air Services, LLC, Fort Collins, CO, 80524, (970)493-2065
Petitioner, Union, Pipefitters Local 208, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO, Denver, CO, 80216, (303)428-4380
","Pipefitters Local 208, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO","Included: All full-time and regular part-time HVAC Service Technicians employed by the Employer from its Fort Collings, Colorado location. Excluded: All other employees, including install and new construction employees, warehouse employees, office clerical employees and all guards, supervisors, and managers as defined in the Act.",3
R,"Region 27, Denver, Colorado",27-RC-357526,"Metro Caring",Closed,12/30/2024,01/29/2025,"Certific. of Representative",Denver,CO,23,"Employer, Legal Representative, Graves Curtis, Employers Council, 1290 Broadway, Suite 1500, Denver, CO, 80203, (303)715-3994
Petitioner, Union, Denver Newspaper Guild, Communications Workers of America, Local 37074, AFL-CIO, Denver, CO, 80204, (303)595-9818
Petitioner, Union, Denver Newspaper Guild, The News Guild, Communications Workers of America, Local 37074, AFL-CIO, Denver, CO, 80204, (303)595-9818
Employer, Employer, Metro Caring, Denver, CO, 80218, (303)350-3611
Employer, Employer, Metro Caring, Denver, CO, 80218, (303)350-3663
","Denver Newspaper Guild, The News Guild, Communications Workers of America, Local 37074, AFL-CIO","Included: All full-time and regular part-time employees, including in the Volunteer, Food Access, Strategic Initiatives, Urban Agriculture, Leadership, Community Organizing, Data Evaluation and Learning, Community Connections, Development and Communications, Nutrition, and Finance departments. Excluded: All supervisory, managerial, confidential, and guard employees under the Act.",22
R,"Region 20, San Francisco, California",20-RM-357544,"Young's Market Company, LLC dba RNDC of Hawaii",Closed,12/30/2024,02/03/2025,"Certification of Results",Lihue,HI,5,"Petitioner, Legal Representative, De Biasi Neresa, Clifton Budd & DeMaria, LLP, 2049 Century Park East Ste 700, Los Angeles, CA, 90067-3109, (212)687-7410
Petitioner, Legal Representative, Buffalano Nicole, Morgan, Lewis & Bockius LLP, 300 South Grand Avenue, 24th Floor,  Los Angeles, CA, 90071-3132, (213)612-7443
Petitioner, Employer, Young's Market Company, LLC dba RNDC of Hawaii, Lihue, HI, 96766
Involved Party, Union, Hawaii Teamsters and Allied Workers, Local 996, Honolulu, HI, 96819-3205, (808)940-3536
Petitioner, Employer, Young's Market Company, LLC dba RNDC of Hawaii, Grand Prairie, TX, 75050, (972)606-5808
",,"Included: Employees in the classification of driver/warehouse person in Kauai, HI operation

Excluded:  All other employees",5
R,"Region 27, Denver, Colorado",27-RM-357587,"Poudre Valley Air Services, LLC",Closed,12/30/2024,02/27/2025,"Dismissal Non-adjusted","Fort Collins",CO,4,"Petitioner, Legal Representative, Primm Adam, Benesch, Friedlander, Coplan & Aronoff, LLP, 127 Public Square, Suite 4900, Cleveland, OH, 44113, (216)363-4451
Petitioner, Legal Representative, McKinley Sean, Benesch, Friedlander, Coplan & Aronoff, LLP, 127 Public Square, Suite 4900, Cleveland, OH, 44114, (216)363-4593
Petitioner, Employer, Poudre Valley Air Services, LLC, Fort Collins, CO, 80524
Involved Party, Union, Denver Pipefitters UA, Local Union 208, Denver, CO, 802016, (702)883-9402
",,"Included: All full-time and regular part-time HVAC Service Technicians employed by the Employer from its Ft. Collins, Colorado location. 
Excluded:All other employees, including install and new construction employees, warehouse employees, office clerical employees and all guards, supervisors, and managers as defined in the Act.",
R,"Region 13, Chicago, Illinois",13-RM-357504,"Nexstar Media Group Inc., d/b/a NewsNation",Closed,12/30/2024,05/27/2026,"Certific. of Representative",Chicago,IL,13,"Petitioner, Legal Representative, Kpere-Daibo Dean, Constangy, Brooks, Smith & Prophete, LLP, 680 Craig Road, Suite 400, St. Louis, MO, 63141, (314)925-7267
Involved Party, Additional Service, Goldfarb Kimberly, Directors Guild of America, Inc., 7920 Sunset Boulevard, Los Angeles, CA, 90046, (310)289-2068
Petitioner, Legal Representative, Clark Matthew, Constangy, Brooks, Smith & Prophete, LLP, 15 Independence Boulevard, Suite 420, Warren, NJ, 07059, (908)758-2789
Involved Party, Legal Representative, Shaw Megan, Cohen, Weiss and Simon LLP, 909 Third Avenue, 12th Floor, New York, NY, 10022, (212)356-0205
Involved Party, Legal Representative, DeChiara Peter, Cohen Weiss & Simon LLP, 909 Third Avenue, 12th Floor, New York, NY, 10022-4731, (212)356-0216
Involved Party, Union, Directors Guild of America, Inc., Los Angeles, CA, 90046, (310)289-2000
Petitioner, Employer, Nexstar Media Group Inc., d/b/a NewsNation, Chicago, IL, 60618
","Directors Guild of America, Inc.","Included:  All full-time and part-time Directors, Associate Directors, and Stage Managers employed by Nexstar Media Group, Inc., d/b/a NewsNation on the second floor of 2501 West Bradley Place, Chicago, Illinois 60618-4718. 

Excluded: All other employees, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors as defined by the Act.",13
R,"Region 07, Detroit, Michigan",07-RM-357550,"Atlas Concrete, LLC",Closed,12/27/2024,02/12/2025,"Dismissal Non-adjusted",Marshall,MI,15,"Petitioner, Legal Representative, Thacker William, Dickinson Wright PLLC, 350 S Main Street, Suite 300, Ann Arbor, MI, 48104, (734)623-1902
Involved Party, Union, Local 406, International Brotherhood of Teamsters (IBT), Grand Rapids, MI, 49508, (616)452-1551
Petitioner, Employer, Atlas Concrete, LLC, Marshall, MI, 49068, (586)467-1434
",,"Included: Mixer Drivers, Loader Operations, Mechanics

Excluded: All other employees, professionals, guards, clericals, managers and supervisors",
R,"Region 01, Boston, Massachusetts",01-RC-357437,"Imperial Bag & Paper Co., LLC d/b/a Imperial Dade",Closed,12/27/2024,01/31/2025,"Withdrawal Non-adjusted",Franklin,MA,39,"Employer, Legal Representative, Model Alan, Littler Mendelson, P.C., One Newark Center, 8th Floor, Newark, NJ, 07102, (973)848-4740
Employer, Legal Representative, Lamcken Max, Littler Mendelson, P.C., One Newark Center, 8th Floor, Newark, NJ, 07102, (973)848-4732
Employer, Employer, Imperial Bag & Paper Co., LLC d/b/a Imperial Dade, Franklin, MA, 02038, (508)377-2779
Petitioner, Union, International Brotherhood of Teamsters Local Union 25, Charlestown, MA, 02129
",,"Included: All full time and part time drivers at Franklin Ma location. Excluded: All other employees including managers and guards",
R,"Region 19, Seattle, Washington",19-RC-357497,"Huitrerie, LLC d/b/a Walrus and the Carpenter and Barnacle Bar",Closed,12/27/2024,02/10/2025,"Certific. of Representative",Seattle,WA,27,"Employer, Legal Representative, Laiho Erik, Fisher & Phillips LLP, 111 SW 5th Ave., Ste. 4040, Portland, OR, 97204-3643, (206)247-7015
Petitioner, Union, United Creatures of the Sea, Seattle, WA, 98144, (206)498-8755
Employer, Employer, Huitrerie LLC DBA Walrus and the Carpenter and Barnacle Bar, Seattle, WA, 98103, (206)401-5058
Employer, Additional Service, Huitrerie LLC DBA Walrus and the Carpenter and Barnacle Bar, Seattle, WA, 98107
","United Creatures of the Sea","Included: All hourly employees of restaurant operated by Huitrerie LLC DBA The Walrus and the Carpenter and its adjoining Barnacle Bar, to include cooks, shuckers, dishwashers, prep cooks, servers, bartenders, hosts, backservers, and hourly leads who perform the same work as one of the aforementioned roles yet have some additional responsibilities like cash handling, report writing, cocktail development, product ordering, inventory, and assuming a leadership role during service.

Excluded: Salaried employees of Huitrerie LLC DBA The Walrus and the Carpenter and Barnacle Bar. Also excluded are members of the executive team under the Sea Creatures brand who do not principally work at our location or supervise our employees directly but are involved in upper-level management eg Beverage Director, Director of Operations, Executive Chef, Sales and Marketing Manager, et al.",24
