"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 31, Los Angeles, California",31-RC-190601,"Providence Health Systems d/b/a Providence Health Services and Providence Tarzana Medical Center",Closed,12/30/2016,02/14/2017,"Withdrawal Non-adjusted",Tarzana,CA,6,"Employer, Additional Service, Murray Beverly, Providence Health Systems d/b/a Providence Health Services and Providence Tarzana Medical Center, 6005 Yolanda Ave, Tarzana, CA, 91356-1421, (818)757-8822
Employer, Legal Representative, Brochetti Ellen, 555 Mission St Ste 2400, San Francisco, CA, 94105-0922, (415)836-2500
Petitioner, Union, Law Office of Florice Hoffman, Orange, CA, 92869-2461, (714)282-7918
Employer, Employer, Providence Tarzana Medical Center, Tarzana, CA, 91356-3521, (818)757-8835
",,"Included: All full-time, regular part-time and per diem service, warehouse/ material handlers employees, employed at its Tarzana facility at 6005 Yolanda Ave., Tarzana, CA. (Armor/Globe Election into existing service, maintenance, technical, skilled maintenance and business office clerical unit) 

Excluded: All other employees, represented employees, confidential employees, guards and supervisors as defined in the Act.",
R,"Region 05, Baltimore, Maryland",05-RC-190595,"Healthcare Services Group, Inc.",Closed,12/30/2016,02/03/2017,"Certific. of Representative","Chevy Chase",MD,14,"Employer, Legal Representative, Jottard Nathalie, Labor and Employment Associate - Legal Department Healthcare Services Group, Inc., 3220 Tillman Drive, Suite 300, Bensalem, PA, 19020-2028, (215)688-4131
Employer, Employer, Health Care Services Group Inc., Chevy Chase, MD, 20815-4797
Petitioner, Union, Service Employees International Union, Local 1199, Baltimore, MD, 21201, (410)332-1199
","Service Employees International Union, Local 1199","Included:  All full-time and regular part-time non-professional employees employed within the housekeeping and laundry departments

Excluded:  All other employees, guards, and supervisors as defined by the Act.",15
R,"Region 18, Minneapolis, Minnesota",18-RD-190598,"STAMPINGS OF MINNESOTA, INC.",Closed,12/30/2016,01/31/2017,"Certification of Results",Lakeville,MN,34,"Employer, Legal Representative, Swanson John, 481 Front Ave, Suite 200, Saint Paul, MN, 55117-4704
Involved Party, Legal Representative, MICKSCHL RICK, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS - MIDWEST TERRITORY, 113 Republic Avenue, Suite 100, Joliet, IL, 60435-3279, (815)280-6400
Employer, Employer, STAMPINGS OF MINNESOTA, INC., Lakeville, MN, 55044-7246, (952)469-4911
Involved Party, Union, International Association of Machinists and Aerospace Workers, AFL-CIO, District Lodge 77, Vadnais Heights, MN, 55127-2309, (651)207-1714
Petitioner, Individual
",,"Factory union employees",34
R,"Region 29, Brooklyn, New York",29-RC-190597,"Northside Center for Child Development",Closed,12/30/2016,01/17/2017,"Withdrawal Non-adjusted",Brooklyn,NY,10,"Employer, Legal Representative, Rosen David, Sills Cummis & Gross P.C., ONE RIVERFRONT PLAZA, NEWARK, NJ, 07102, (973)643-5558
Employer, Employer, Northside Center for Child Development, Brooklyn, NY, 11201, (718)505-5533
Petitioner, Union, District Council 1707, AFSCME, AFL-CIO, New York, NY, 10036
Petitioner, Legal Representative, Harvey S Mars, New York, NY, 10036
",,"UNIT AND ELIGIBLE VOTERS. There will be two voting groups in the election.
VOTING GROUP - UNIT A (PROFESSIONAL UNIT):
INCLUDED: All full-time and regular part-time professional employees including EHS Teachers, and HS Teachers, employed by the Employer at 44-60 Rockwell Place, Brooklyn, NY.
EXCLUDED: All other non-professional employees as set forth below in or excluded from Unit B, security guards, and supervisors as defined in the Act. 
VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT):
INCLUDED: All full-time and regular part-time non-professional employees, including Assistant Teachers, Family Assistants, Home Visitors employed by the Employer at at 44-60 Rockwell Place, Brooklyn, NY.
EXCLUDED: All other employees, including all professional employees as set forth in or excluded from Unit A above, Secretary/Receptionists, and Administrative Assistants, Head Cooks, guards, and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that UPK/HS Teachers and UPK/HS Teacher Assistants employed by the Employer may vote in the election but their ballots will be challenged since their eligibility has not been resolved. UPK HS/ Teachers may vote with Unit A. UPK HS/ Teacher Assistants may vote with Unit B. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.

If the Petitioner prevails in the election and any challenged ballots are not determinative, the parties agree that the eligibility or inclusion of the UPK/HS Teachers and UPK/HS Teacher Assistants employed by the Employer will be decided through a unit clarification (UC) petition.",
R,"Region 01, Boston, Massachusetts",01-RM-190609,"Enviro Express, Inc.",Closed,12/30/2016,05/31/2017,"Withdrawal Non-adjusted",Bridgeport,CT,48,"Involved Party, Legal Representative, Versocki James, Archer, Byington, Glennon & Levine, LLP, One Huntington Quadrangle, Suite 4C10, P.O. Box 9064,, Melville, NY, 11747-9064, (631)249-6565
Petitioner, Legal Representative, Ajalat Peter, Littler Mendelson, P.C., One Newark Center, 1085 Raymond Blvd, 8th floor, Newark, NJ, 07102-____, (973)848-4743
Intervenor, Union, Enviornmental Workers Union, Shelton, CT, 06484-2633
Involved Party, Union, International Union of Operating Engineers, Local 30, North Stonington, CT, 06359-9992
Petitioner, Employer, Enviro Express, Inc., Bridgeport, CT, 06605-1806, (203)339-3210
",,"Included: All regular and part-time drivers, mechanics, parts and purchasing employees, truck washers, truck fuelers, operators, tire man, and welders at the facility Excluded: All managers, guards, clerical employees and supervisors defined by the Act",
R,"Region 05, Baltimore, Maryland",05-RD-190605,"Michaels Management Services, Inc.",Closed,12/30/2016,01/27/2017,"Certification of Results","Fort Belvoir",VA,29,"Employer, Employer, Michaels Management Services, Inc., Marlton, NJ, 08053, (856)596-3008
Petitioner, Individual
Involved Party, Union, Steamfitters UA Local Union No. 602, Capitol Heights, MD, 20743
",,"Included:  All full-time and regular part-time maintenance and service employees employed by the Employer at its Fort Belvoir, Virginia facility, including maintenance technicians, lead maintenance technicians, groundskeepers, warehouse technicians, housekeepers, and facility support coordinators; Excluded:  Sales, leasing, and marketing representatives, turn inspectors, confidential employees, office clerical employees, professional employees, managerial employees, guards and supervisors as defined by the Act",24
R,"Region 03, Buffalo, New York",03-RC-190611,"Easter Seals New York",Closed,12/30/2016,02/02/2017,"Certification of Results",Rochester,NY,46,"Petitioner, Legal Representative, Baluzy Christopher, Cary Kane LLP, 1350 Broadway, Suite 1400, New York, NY, 10018, (212)871-0535
Employer, Legal Representative, Krueger Donald, Epstein Becker & Green, P.C., 875 Third Avenue, New York, NY, 10022, (212)351-4516
Petitioner, Legal Representative, Cary Larry, Cary Kane LLP, 1350 Broadway, Suite 220, New York, NY, 10018, (212)871-0531
Employer, Legal Representative, Panken Peter, SCCQ Downtown, LLC, as successor to Club Quarters Hotel Wall Street, 250 Park Ave Fl 14, New York, NY, 10177-0001, (212)351-4740
Employer, Employer, Rochester, NY, 14617-4738, (585)957-9249
Petitioner, Union, Retail, Wholesale and Department Store Union UFCW, New York, NY, 10001, (315)945-8513
",,"Included:  Senior Direct Support Staff, Direct Support Staff

Excluded:  Managers, supervisors, guards, clerical workers",75
R,"Region 09, Cincinnati, Ohio",09-RC-190647,"UNIVERSITY OF DAYTON",Closed,12/30/2016,01/12/2017,"Withdrawal Non-adjusted",DAYTON,OH,3,"Employer, Legal Representative, Anspach Douglas, Taft Stettinius & Hollister LLP, 40 N. Main St Suite 1700, Dayton, OH, 45423-1029, (937)641-1730
Employer, Legal Representative, Ungerman Fred, Taft Stettinius & Hollister LLP, 40 North Main Street, Suite 900, Dayton, OH, 45423-1029, (937)641-1726
Employer, Legal Representative, Mullins Jeffrey, Taft Stettinius & Hollister LLP, 40 N. Main Street, Suite 900, Dayton, OH, 45423-1029, (937)641-1725
Petitioner, Legal Representative, Hymore Ryan, MANGANO LAW OFFICES CO. LPA, 3805 EDWARDS RD STE 550, CINCINNATI, OH, 45209-1955, (513)255-5888
Employer, Employer, University of Dayton, Dayton, OH, 45469
Petitioner, Union, AMERICAN COALITION OF PUBLIC SAFETY, LOCAL 22, QUINCY, MA, 02169-4511, (617)934-4918
",,"Employees included: All full-time and regular part-time sergeants employed by the Employer in the Department of Public Safety, Police Operations

Employees Excluded: All office clerical employees, dispatchers, student cadets, corporals, patrol officers, and police officers; all professional employees, guards and supervisors as defined in the Actl and all other employees.",
R,"Region 09, Cincinnati, Ohio",09-RC-190677,"UNIVERSITY OF DAYTON",Closed,12/30/2016,01/18/2017,"Withdrawal Non-adjusted",DAYTON,OH,17,"Employer, Legal Representative, Anspach Douglas, Taft Stettinius & Hollister LLP, 40 N. Main St Suite 1700, Dayton, OH, 45423-1029, (937)641-1730
Employer, Legal Representative, Ungerman Fred, Taft Stettinius & Hollister LLP, 40 North Main Street, Suite 900, Dayton, OH, 45423-1029, (937)641-1726
Employer, Legal Representative, Mullins Jeffrey, Taft Stettinius & Hollister LLP, 40 N. Main Street, Suite 900, Dayton, OH, 45423-1029, (937)641-1725
Petitioner, Legal Representative, Hymore Ryan, MANGANO LAW OFFICES CO. LPA, 3805 EDWARDS RD STE 550, CINCINNATI, OH, 45209-1955, (513)255-5888
Employer, Employer, University of Dayton, Dayton, OH, 45469
Petitioner, Union, AMERICAN COALITION OF PUBLIC SAFETY, LOCAL 22, QUINCY, MA, 02169-4511, (617)934-4918
",,"Employees Included: All full-time and regular part-time corporals, patrol officers, and police officers employed by the Employer in the Department of Public Safety, Police Operations

Employees Excluded: All office clerical employees, dispatchers, student cadets, and sergeants; all professional employees, guards and supervisors as defined in the Act; and all other employees.",
R,"Region 08, Cleveland, Ohio",08-RD-190529,"SINCLAIR COMMUNICATIONS, LLC D/B/A WTOV",Closed,12/29/2016,02/02/2017,"Certification of Results",STEUBENVILLE,OH,12,"Employer, Legal Representative, Koscelnik Jacqueline, DeForest Koscelnik Yokitis & Berardinelli, 436 7th Ave 30th Fl, Pittsburgh, PA, 15219-1831, (412)227-3110
Involved Party, Notification, Brown Kyle, 626 N. 4th St., Steubenville, OH, 43952, (740)282-7572
Employer, Legal Representative, DeForest Walter, DeForest Koscelnik Yokitis & Berardinelli, 436 7th Ave 30th Fl, Pittsburgh, PA, 15219-1831, (412)227-3101
Petitioner, Individual
Involved Party, Union, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 246, Steubenville, OH, 43952-1957
Employer, Employer, SINCLAIR COMMUNICATIONS, LLC D/B/A WTOV, Steubenville, OH, 43952-3278, (740)282-9999
",,"Included:  Engineers, Switchers-Directors,  Projectionist-Audio, Floormen, Cameramen, Film Editors, Associate Film Editors, Property Managers and Artists

Excluded:  Internet Specialists",11
